0.06	32127	7.86024029366672e-05	7.145202107494697e-05	0.0001882148499134928	0.0015187334502115846	0.0	0.003757805796340108
0.08	33196	6.714148912578821e-05	6.0192491218913347e-05	0.00012085260095773265	0.0013631695182994008	0.0	0.0026759810280054808
0.1	34403	5.814446558360942e-05	5.152013181941584e-05	7.918949268059805e-05	0.0012344627175480127	0.0	0.0018957039574161172
0.12	35905	5.025695281801745e-05	4.381675171316601e-05	5.2406685426831245e-05	0.0011116053210571408	0.0	0.001326311961747706
0.15	37481	3.832772927125916e-05	3.387531251064502e-05	2.7964999389951117e-05	0.0009024115279316902	0.0	0.0008045050781220198
0.2	40177	2.3467722712666728e-05	2.0784547814400867e-05	1.0184694474446587e-05	0.000631128903478384	0.0	0.0003355385852046311
0.25	41557	1.2908431926916819e-05	1.1085498954344075e-05	3.4068666536768433e-06	0.0003875547263305634	0.0	0.00019994527974631637
0.32	47358	5.318049261404667e-06	5.274635896057589e-06	1.0730964277172461e-06	0.00024386600125581026	0.0	4.540008376352489e-05
0.4	48629	2.2216631805349607e-06	2.2367989913618658e-06	2.6352057602707646e-07	0.00012083973706467077	0.0	3.191612631781027e-05
0.6	51710	5.138363690093684e-07	6.339955120893137e-07	1.4658445124382524e-08	3.232877133996226e-05	0.0	1.805913052521646e-05
0.8	52020	4.151902714966127e-07	5.714838948733814e-07	2.2807868926832953e-09	1.1521911801537499e-05	0.0	1.7636499251239002e-05
1.0	52114	4.0839887560650823e-07	5.586960583059408e-07	2.658630815499663e-10	5.122345555719221e-06	0.0	1.75984350789804e-05
1.2	52115	4.0839887560650823e-07	5.586960583059408e-07	2.658630815499663e-10	2.634114025568124e-06	0.0	1.75984350789804e-05
1.5	52117	4.0841618442755134e-07	5.586913403021754e-07	2.639236607038242e-10	1.167116920441913e-06	0.0	1.7598184058442712e-05
2.0	52118	4.0841618442755134e-07	5.586913403021754e-07	2.639236607038242e-10	4.086356284460635e-07	0.0	1.7598184058442712e-05
2.5	52119	4.0841618442755134e-07	5.586913403021754e-07	2.639236607038242e-10	1.810521439438162e-07	0.0	1.7598184058442712e-05
