C	176	9.969233	6.8283021450042725
B	200	6.8605905	7.69161319732666
C	300	0.99264634	11.087852716445923
B	500	0.50761354	14.798444986343384
C	795	0.098221846	21.648785829544067
B	1000	0.055472683	25.694869995117188
B	3000	0.035394333	61.96829605102539
B	5000	0.033923436	99.0291998386383
B	7000	0.031506408	136.13877296447754
B	10000	0.028076343	190.7216591835022
B	10100	0.02743588015437126	199.1687045097351
B	12000	0.020512353628873825	331.53983902931213
C	14528	0.00999948475509882	504.58965492248535
B	15000	0.009332053363323212	537.1870312690735
B	20000	0.006871534511446953	874.838711977005
B	25000	0.006201496347784996	1209.380802154541
B	30000	0.005756279453635216	1545.2173402309418
E	32127	0.005614808760583401	1690.6678185462952
E	33196	0.004287336952984333	1765.643072605133
E	34403	0.003319020848721266	1848.5855584144592
B	35000	0.002614154713228345	1891.4559438228607
E	35905	0.002584397792816162	1954.2895021438599
E	37481	0.0018070846563205123	2062.2595999240875
B	40000	0.0010233517969027162	2233.7635180950165
E	40177	0.0010211043991148472	2247.200312614441
C	40178	0.0006715544732287526	2249.2508714199066
E	41557	0.000614900782238692	2342.0070645809174
B	45000	0.0003107347874902189	2575.9122092723846
E	47358	0.0003009318606927991	2738.2449567317963
E	48629	0.00015747785801067948	2825.484895467758
C	48630	6.416317046387121e-05	2827.4375915527344
B	50000	5.5545657232869416e-05	2918.2750935554504
E	51710	5.1550392527133226e-05	3032.9570775032043
E	52020	3.0147366487653926e-05	3055.834745168686
E	52114	2.3688142391620204e-05	3067.3648648262024
E	52115	2.1199910406721756e-05	3069.684904575348
E	52117	1.9732671717065386e-05	3073.040223836899
E	52118	1.897419133456424e-05	3075.468723297119
E	52119	1.8746606656350195e-05	3077.7670142650604
F	52119	1.8746606656350195e-05	3079.6426215171814
