C	10	0.72963727	4.546644926071167
C	159	0.099376835	7.581883907318115
B	200	0.055002794	8.674373149871826
B	500	0.05196302	15.508098840713501
B	1000	0.01182833	25.54104733467102
C	1522	0.0099992575	36.7052218914032
B	3000	0.008905728	62.638184547424316
B	5000	0.008737814	98.89154648780823
B	7000	0.008430862	135.60023760795593
B	10000	0.007848456	189.9674015045166
B	10100	0.007577567361295223	198.9528467655182
B	12000	0.0023544977884739637	336.33965587615967
C	13472	0.000999716459773481	447.1786756515503
B	15000	0.0006657508201897144	560.9348213672638
B	20000	0.00030895485542714596	934.8261768817902
E	23135	0.00021109952649567276	1177.4506804943085
E	23136	0.0002799094654619694	1179.867003917694
B	25000	0.0003332738415338099	1320.8357155323029
E	26899	0.0002763476222753525	1462.5871605873108
E	27729	0.00034219009103253484	1523.96413064003
E	28092	0.0004649636975955218	1552.3497006893158
B	30000	0.0005318424082361162	1697.93115568161
B	35000	0.0003298480296507478	2073.4243891239166
E	35627	0.00032049318542703986	2122.288213968277
E	36010	0.00046505668433383107	2155.6691751480103
E	36368	0.0007040589116513729	2185.55073428154
E	38213	0.0008693081326782703	2326.446147918701
E	38602	0.0012938024010509253	2356.8219459056854
F	38602	0.0012938024010509253	2358.6233279705048
